x,y,z
-95.000,0.000,0.000
-90.000,0.000,0.000
-85.000,0.000,0.000
-80.000,0.000,0.000
-75.000,0.000,0.000
-70.000,0.000,0.000
-65.000,0.000,0.000
-60.000,0.000,0.000
-55.000,0.000,0.000
-50.000,0.000,0.000
-45.000,0.000,0.000
-40.000,0.000,0.000
-35.000,0.000,0.000
-30.000,0.000,0.000
-25.000,0.000,0.000
-20.000,0.000,0.000
-15.000,0.000,0.000
-10.000,0.000,0.000
-5.000,0.000,0.000
0.000,0.000,0.000
5.000,0.000,0.000
10.000,0.000,0.000
15.000,0.000,0.000
20.000,0.000,0.000
25.000,0.000,0.000
30.000,0.000,0.000
35.000,0.000,0.000
40.000,0.000,0.000
45.000,0.000,0.000
50.000,0.000,0.000
55.000,0.000,0.000
60.000,0.000,0.000
65.000,0.000,0.000
70.000,0.000,0.000
75.000,0.000,0.000
80.000,0.000,0.000
85.000,0.000,0.000
90.000,0.000,0.000
95.000,0.000,0.000
-95.000,5.000,0.000
-90.000,5.000,0.000
-85.000,5.000,0.000
-80.000,5.000,0.000
-75.000,5.000,0.000
-70.000,5.000,0.000
-65.000,5.000,0.000
-60.000,5.000,0.000
-55.000,5.000,0.000
-50.000,5.000,0.000
-45.000,5.000,0.000
-40.000,5.000,0.000
-35.000,5.000,0.000
-30.000,5.000,0.000
-25.000,5.000,0.000
-20.000,5.000,0.000
-15.000,5.000,0.000
-10.000,5.000,0.000
0.000,5.000,0.000
5.000,5.000,0.000
10.000,5.000,0.000
15.000,5.000,0.000
20.000,5.000,0.000
25.000,5.000,0.000
30.000,5.000,0.000
35.000,5.000,0.000
40.000,5.000,0.000
45.000,5.000,0.000
50.000,5.000,0.000
55.000,5.000,0.000
60.000,5.000,0.000
65.000,5.000,0.000
70.000,5.000,0.000
75.000,5.000,0.000
80.000,5.000,0.000
85.000,5.000,0.000
90.000,5.000,0.000
95.000,5.000,0.000
-95.000,10.000,0.000
-90.000,10.000,0.000
-85.000,10.000,0.000
-80.000,10.000,0.000
-75.000,10.000,0.000
-70.000,10.000,0.000
-65.000,10.000,0.000
-60.000,10.000,0.000
-55.000,10.000,0.000
-50.000,10.000,0.000
-45.000,10.000,0.000
-40.000,10.000,0.000
-35.000,10.000,0.000
-30.000,10.000,0.000
-25.000,10.000,0.000
-20.000,10.000,0.000
-15.000,10.000,0.000
-10.000,10.000,0.000
-5.000,10.000,0.000
0.000,10.000,0.000
5.000,10.000,0.000
10.000,10.000,0.000
15.000,10.000,0.000
20.000,10.000,0.000
25.000,10.000,0.000
30.000,10.000,0.000
35.000,10.000,0.000
40.000,10.000,0.000
45.000,10.000,0.000
50.000,10.000,0.000
55.000,10.000,0.000
60.000,10.000,0.000
65.000,10.000,0.000
70.000,10.000,0.000
75.000,10.000,0.000
80.000,10.000,0.000
85.000,10.000,0.000
90.000,10.000,0.000
95.000,10.000,0.000
-95.000,15.000,0.000
-90.000,15.000,0.000
-85.000,15.000,0.000
-80.000,15.000,0.000
-75.000,15.000,0.000
-70.000,15.000,0.000
-65.000,15.000,0.000
-60.000,15.000,0.000
-55.000,15.000,0.000
-50.000,15.000,0.000
-45.000,15.000,0.000
-40.000,15.000,0.000
-35.000,15.000,0.000
-30.000,15.000,0.000
-25.000,15.000,0.000
-20.000,15.000,0.000
-15.000,15.000,0.000
-10.000,15.000,0.000
-5.000,15.000,0.000
0.000,15.000,0.000
5.000,15.000,0.000
10.000,15.000,0.000
15.000,15.000,0.000
20.000,15.000,0.000
25.000,15.000,0.000
30.000,15.000,0.000
35.000,15.000,0.000
40.000,15.000,0.000
45.000,15.000,0.000
50.000,15.000,0.000
55.000,15.000,0.000
60.000,15.000,0.000
65.000,15.000,0.000
70.000,15.000,0.000
75.000,15.000,0.000
80.000,15.000,0.000
85.000,15.000,0.000
90.000,15.000,0.000
95.000,15.000,0.000
-95.000,20.000,0.000
-90.000,20.000,0.000
-85.000,20.000,0.000
-80.000,20.000,0.000
-75.000,20.000,0.000
-70.000,20.000,0.000
-65.000,20.000,0.000
-60.000,20.000,0.000
-55.000,20.000,0.000
-50.000,20.000,0.000
-45.000,20.000,0.000
-40.000,20.000,0.000
-35.000,20.000,0.000
-30.000,20.000,0.000
-25.000,20.000,0.000
-20.000,20.000,0.000
-15.000,20.000,0.000
-10.000,20.000,0.000
-5.000,20.000,0.000
0.000,20.000,0.000
5.000,20.000,0.000
10.000,20.000,0.000
15.000,20.000,0.000
20.000,20.000,0.000
25.000,20.000,0.000
30.000,20.000,0.000
35.000,20.000,0.000
40.000,20.000,0.000
45.000,20.000,0.000
50.000,20.000,0.000
55.000,20.000,0.000
60.000,20.000,0.000
65.000,20.000,0.000
70.000,20.000,0.000
75.000,20.000,0.000
80.000,20.000,0.000
85.000,20.000,0.000
90.000,20.000,0.000
95.000,20.000,0.000
-95.000,25.000,0.000
-90.000,25.000,0.000
-85.000,25.000,0.000
-80.000,25.000,0.000
-75.000,25.000,0.000
-70.000,25.000,0.000
-65.000,25.000,0.000
-60.000,25.000,0.000
-55.000,25.000,0.000
-50.000,25.000,0.000
-45.000,25.000,0.000
-40.000,25.000,0.000
-35.000,25.000,0.000
-30.000,25.000,0.000
-25.000,25.000,0.000
-20.000,25.000,0.000
-15.000,25.000,0.000
-10.000,25.000,0.000
-5.000,25.000,0.000
0.000,25.000,0.000
5.000,25.000,0.000
10.000,25.000,0.000
15.000,25.000,0.000
20.000,25.000,0.000
25.000,25.000,0.000
30.000,25.000,0.000
35.000,25.000,0.000
40.000,25.000,0.000
45.000,25.000,0.000
50.000,25.000,0.000
55.000,25.000,0.000
60.000,25.000,0.000
65.000,25.000,0.000
70.000,25.000,0.000
75.000,25.000,0.000
80.000,25.000,0.000
85.000,25.000,0.000
90.000,25.000,0.000
95.000,25.000,0.000
-95.000,30.000,0.000
-90.000,30.000,0.000
-85.000,30.000,0.000
-80.000,30.000,0.000
-75.000,30.000,0.000
-70.000,30.000,0.000
-65.000,30.000,0.000
-60.000,30.000,0.000
-55.000,30.000,0.000
-50.000,30.000,0.000
-45.000,30.000,0.000
-40.000,30.000,0.000
-35.000,30.000,0.000
-30.000,30.000,0.000
-25.000,30.000,0.000
-20.000,30.000,0.000
-15.000,30.000,0.000
-10.000,30.000,0.000
-5.000,30.000,0.000
0.000,30.000,0.000
5.000,30.000,0.000
10.000,30.000,0.000
15.000,30.000,0.000
20.000,30.000,0.000
25.000,30.000,0.000
30.000,30.000,0.000
35.000,30.000,0.000
40.000,30.000,0.000
45.000,30.000,0.000
50.000,30.000,0.000
55.000,30.000,0.000
60.000,30.000,0.000
65.000,30.000,0.000
70.000,30.000,0.000
75.000,30.000,0.000
80.000,30.000,0.000
85.000,30.000,0.000
90.000,30.000,0.000
95.000,30.000,0.000
-95.000,35.000,0.000
-90.000,35.000,0.000
-85.000,35.000,0.000
-80.000,35.000,0.000
-75.000,35.000,0.000
-70.000,35.000,0.000
-65.000,35.000,0.000
-60.000,35.000,0.000
-55.000,35.000,0.000
-50.000,35.000,0.000
-45.000,35.000,0.000
-40.000,35.000,0.000
-35.000,35.000,0.000
-30.000,35.000,0.000
-25.000,35.000,0.000
-20.000,35.000,0.000
-15.000,35.000,0.000
-10.000,35.000,0.000
-5.000,35.000,0.000
0.000,35.000,0.000
5.000,35.000,0.000
10.000,35.000,0.000
15.000,35.000,0.000
20.000,35.000,0.000
25.000,35.000,0.000
30.000,35.000,0.000
35.000,35.000,0.000
40.000,35.000,0.000
45.000,35.000,0.000
50.000,35.000,0.000
55.000,35.000,0.000
60.000,35.000,0.000
65.000,35.000,0.000
70.000,35.000,0.000
75.000,35.000,0.000
80.000,35.000,0.000
85.000,35.000,0.000
90.000,35.000,0.000
95.000,35.000,0.000
-95.000,40.000,0.000
-90.000,40.000,0.000
-85.000,40.000,0.000
-80.000,40.000,0.000
-75.000,40.000,0.000
-70.000,40.000,0.000
-65.000,40.000,0.000
-60.000,40.000,0.000
-55.000,40.000,0.000
-50.000,40.000,0.000
-45.000,40.000,0.000
-40.000,40.000,0.000
-35.000,40.000,0.000
-30.000,40.000,0.000
-25.000,40.000,0.000
-20.000,40.000,0.000
-15.000,40.000,0.000
-10.000,40.000,0.000
-5.000,40.000,0.000
0.000,40.000,0.000
5.000,40.000,0.000
10.000,40.000,0.000
15.000,40.000,0.000
20.000,40.000,0.000
25.000,40.000,0.000
30.000,40.000,0.000
35.000,40.000,0.000
40.000,40.000,0.000
45.000,40.000,0.000
50.000,40.000,0.000
55.000,40.000,0.000
60.000,40.000,0.000
65.000,40.000,0.000
70.000,40.000,0.000
75.000,40.000,0.000
80.000,40.000,0.000
85.000,40.000,0.000
90.000,40.000,0.000
95.000,40.000,0.000
-95.000,45.000,0.000
-90.000,45.000,0.000
-85.000,45.000,0.000
-80.000,45.000,0.000
-75.000,45.000,0.000
-70.000,45.000,0.000
-65.000,45.000,0.000
-60.000,45.000,0.000
-55.000,45.000,0.000
-50.000,45.000,0.000
-45.000,45.000,0.000
-40.000,45.000,0.000
-35.000,45.000,0.000
-30.000,45.000,0.000
-25.000,45.000,0.000
-20.000,45.000,0.000
-15.000,45.000,0.000
-10.000,45.000,0.000
-5.000,45.000,0.000
0.000,45.000,0.000
5.000,45.000,0.000
10.000,45.000,0.000
15.000,45.000,0.000
20.000,45.000,0.000
25.000,45.000,0.000
30.000,45.000,0.000
35.000,45.000,0.000
40.000,45.000,0.000
45.000,45.000,0.000
50.000,45.000,0.000
55.000,45.000,0.000
60.000,45.000,0.000
65.000,45.000,0.000
70.000,45.000,0.000
75.000,45.000,0.000
80.000,45.000,0.000
85.000,45.000,0.000
90.000,45.000,0.000
95.000,45.000,0.000
-95.000,50.000,0.000
-90.000,50.000,0.000
-85.000,50.000,0.000
-80.000,50.000,0.000
-75.000,50.000,0.000
-70.000,50.000,0.000
-65.000,50.000,0.000
-60.000,50.000,0.000
-55.000,50.000,0.000
-50.000,50.000,0.000
-45.000,50.000,0.000
-40.000,50.000,0.000
-35.000,50.000,0.000
-30.000,50.000,0.000
-25.000,50.000,0.000
-20.000,50.000,0.000
-15.000,50.000,0.000
-10.000,50.000,0.000
-5.000,50.000,0.000
0.000,50.000,0.000
5.000,50.000,0.000
10.000,50.000,0.000
15.000,50.000,0.000
20.000,50.000,0.000
25.000,50.000,0.000
30.000,50.000,0.000
35.000,50.000,0.000
40.000,50.000,0.000
45.000,50.000,0.000
50.000,50.000,0.000
55.000,50.000,0.000
60.000,50.000,0.000
65.000,50.000,0.000
70.000,50.000,0.000
75.000,50.000,0.000
80.000,50.000,0.000
85.000,50.000,0.000
90.000,50.000,0.000
95.000,50.000,0.000
-95.000,55.000,0.000
-90.000,55.000,0.000
-85.000,55.000,0.000
-80.000,55.000,0.000
-75.000,55.000,0.000
-70.000,55.000,0.000
-65.000,55.000,0.000
-60.000,55.000,0.000
-55.000,55.000,0.000
-50.000,55.000,0.000
-45.000,55.000,0.000
-40.000,55.000,0.000
-35.000,55.000,0.000
-30.000,55.000,0.000
-25.000,55.000,0.000
-20.000,55.000,0.000
-15.000,55.000,0.000
-10.000,55.000,0.000
-5.000,55.000,0.000
0.000,55.000,0.000
5.000,55.000,0.000
10.000,55.000,0.000
15.000,55.000,0.000
20.000,55.000,0.000
25.000,55.000,0.000
30.000,55.000,0.000
35.000,55.000,0.000
40.000,55.000,0.000
45.000,55.000,0.000
50.000,55.000,0.000
55.000,55.000,0.000
60.000,55.000,0.000
65.000,55.000,0.000
70.000,55.000,0.000
75.000,55.000,0.000
80.000,55.000,0.000
85.000,55.000,0.000
90.000,55.000,0.000
95.000,55.000,0.000
-95.000,60.000,0.000
-90.000,60.000,0.000
-85.000,60.000,0.000
-80.000,60.000,0.000
-75.000,60.000,0.000
-70.000,60.000,0.000
-65.000,60.000,0.000
-60.000,60.000,0.000
-55.000,60.000,0.000
-50.000,60.000,0.000
-45.000,60.000,0.000
-40.000,60.000,0.000
-35.000,60.000,0.000
-30.000,60.000,0.000
-25.000,60.000,0.000
-20.000,60.000,0.000
-15.000,60.000,0.000
-10.000,60.000,0.000
-5.000,60.000,0.000
0.000,60.000,0.000
5.000,60.000,0.000
10.000,60.000,0.000
15.000,60.000,0.000
20.000,60.000,0.000
25.000,60.000,0.000
30.000,60.000,0.000
35.000,60.000,0.000
40.000,60.000,0.000
45.000,60.000,0.000
50.000,60.000,0.000
55.000,60.000,0.000
60.000,60.000,0.000
65.000,60.000,0.000
70.000,60.000,0.000
75.000,60.000,0.000
80.000,60.000,0.000
85.000,60.000,0.000
90.000,60.000,0.000
95.000,60.000,0.000
-95.000,65.000,0.000
-90.000,65.000,0.000
-85.000,65.000,0.000
-80.000,65.000,0.000
-75.000,65.000,0.000
-70.000,65.000,0.000
-65.000,65.000,0.000
-60.000,65.000,0.000
-55.000,65.000,0.000
-50.000,65.000,0.000
-45.000,65.000,0.000
-40.000,65.000,0.000
-35.000,65.000,0.000
-30.000,65.000,0.000
-25.000,65.000,0.000
-20.000,65.000,0.000
-15.000,65.000,0.000
-10.000,65.000,0.000
-5.000,65.000,0.000
0.000,65.000,0.000
5.000,65.000,0.000
10.000,65.000,0.000
15.000,65.000,0.000
20.000,65.000,0.000
25.000,65.000,0.000
30.000,65.000,0.000
35.000,65.000,0.000
40.000,65.000,0.000
45.000,65.000,0.000
50.000,65.000,0.000
55.000,65.000,0.000
60.000,65.000,0.000
65.000,65.000,0.000
70.000,65.000,0.000
75.000,65.000,0.000
80.000,65.000,0.000
85.000,65.000,0.000
90.000,65.000,0.000
95.000,65.000,0.000
-95.000,70.000,0.000
-90.000,70.000,0.000
-85.000,70.000,0.000
-80.000,70.000,0.000
-75.000,70.000,0.000
-70.000,70.000,0.000
-65.000,70.000,0.000
-60.000,70.000,0.000
-55.000,70.000,0.000
-50.000,70.000,0.000
-45.000,70.000,0.000
-40.000,70.000,0.000
-35.000,70.000,0.000
-30.000,70.000,0.000
-25.000,70.000,0.000
-20.000,70.000,0.000
-15.000,70.000,0.000
-10.000,70.000,0.000
-5.000,70.000,0.000
0.000,70.000,0.000
5.000,70.000,0.000
10.000,70.000,0.000
15.000,70.000,0.000
20.000,70.000,0.000
25.000,70.000,0.000
30.000,70.000,0.000
35.000,70.000,0.000
40.000,70.000,0.000
45.000,70.000,0.000
50.000,70.000,0.000
55.000,70.000,0.000
60.000,70.000,0.000
65.000,70.000,0.000
70.000,70.000,0.000
75.000,70.000,0.000
80.000,70.000,0.000
85.000,70.000,0.000
90.000,70.000,0.000
95.000,70.000,0.000
-95.000,75.000,0.000
-90.000,75.000,0.000
-85.000,75.000,0.000
-80.000,75.000,0.000
-75.000,75.000,0.000
-70.000,75.000,0.000
-65.000,75.000,0.000
-60.000,75.000,0.000
-55.000,75.000,0.000
-50.000,75.000,0.000
-45.000,75.000,0.000
-40.000,75.000,0.000
-35.000,75.000,0.000
-30.000,75.000,0.000
-25.000,75.000,0.000
-20.000,75.000,0.000
-15.000,75.000,0.000
-10.000,75.000,0.000
-5.000,75.000,0.000
0.000,75.000,0.000
5.000,75.000,0.000
10.000,75.000,0.000
15.000,75.000,0.000
20.000,75.000,0.000
25.000,75.000,0.000
30.000,75.000,0.000
35.000,75.000,0.000
40.000,75.000,0.000
45.000,75.000,0.000
50.000,75.000,0.000
55.000,75.000,0.000
60.000,75.000,0.000
65.000,75.000,0.000
70.000,75.000,0.000
75.000,75.000,0.000
80.000,75.000,0.000
85.000,75.000,0.000
90.000,75.000,0.000
95.000,75.000,0.000
-95.000,80.000,0.000
-90.000,80.000,0.000
-85.000,80.000,0.000
-80.000,80.000,0.000
-75.000,80.000,0.000
-70.000,80.000,0.000
-65.000,80.000,0.000
-60.000,80.000,0.000
-55.000,80.000,0.000
-50.000,80.000,0.000
-45.000,80.000,0.000
-40.000,80.000,0.000
-35.000,80.000,0.000
-30.000,80.000,0.000
-25.000,80.000,0.000
-20.000,80.000,0.000
-15.000,80.000,0.000
-10.000,80.000,0.000
-5.000,80.000,0.000
0.000,80.000,0.000
5.000,80.000,0.000
10.000,80.000,0.000
15.000,80.000,0.000
20.000,80.000,0.000
25.000,80.000,0.000
30.000,80.000,0.000
35.000,80.000,0.000
40.000,80.000,0.000
45.000,80.000,0.000
50.000,80.000,0.000
55.000,80.000,0.000
60.000,80.000,0.000
65.000,80.000,0.000
70.000,80.000,0.000
75.000,80.000,0.000
80.000,80.000,0.000
85.000,80.000,0.000
90.000,80.000,0.000
95.000,80.000,0.000
-95.000,85.000,0.000
-90.000,85.000,0.000
-85.000,85.000,0.000
-80.000,85.000,0.000
-75.000,85.000,0.000
-70.000,85.000,0.000
-65.000,85.000,0.000
-60.000,85.000,0.000
-55.000,85.000,0.000
-50.000,85.000,0.000
-45.000,85.000,0.000
-40.000,85.000,0.000
-35.000,85.000,0.000
-30.000,85.000,0.000
-25.000,85.000,0.000
-20.000,85.000,0.000
-15.000,85.000,0.000
-10.000,85.000,0.000
-5.000,85.000,0.000
0.000,85.000,0.000
5.000,85.000,0.000
10.000,85.000,0.000
15.000,85.000,0.000
20.000,85.000,0.000
25.000,85.000,0.000
30.000,85.000,0.000
35.000,85.000,0.000
40.000,85.000,0.000
45.000,85.000,0.000
50.000,85.000,0.000
55.000,85.000,0.000
60.000,85.000,0.000
65.000,85.000,0.000
70.000,85.000,0.000
75.000,85.000,0.000
80.000,85.000,0.000
85.000,85.000,0.000
90.000,85.000,0.000
95.000,85.000,0.000
-95.000,90.000,0.000
-90.000,90.000,0.000
-85.000,90.000,0.000
-80.000,90.000,0.000
-75.000,90.000,0.000
-70.000,90.000,0.000
-65.000,90.000,0.000
-60.000,90.000,0.000
-55.000,90.000,0.000
-50.000,90.000,0.000
-45.000,90.000,0.000
-40.000,90.000,0.000
-35.000,90.000,0.000
-30.000,90.000,0.000
-25.000,90.000,0.000
-20.000,90.000,0.000
-15.000,90.000,0.000
-10.000,90.000,0.000
-5.000,90.000,0.000
0.000,90.000,0.000
5.000,90.000,0.000
10.000,90.000,0.000
15.000,90.000,0.000
20.000,90.000,0.000
25.000,90.000,0.000
30.000,90.000,0.000
35.000,90.000,0.000
40.000,90.000,0.000
45.000,90.000,0.000
50.000,90.000,0.000
55.000,90.000,0.000
60.000,90.000,0.000
65.000,90.000,0.000
70.000,90.000,0.000
75.000,90.000,0.000
80.000,90.000,0.000
85.000,90.000,0.000
90.000,90.000,0.000
95.000,90.000,0.000
-95.000,95.000,0.000
-90.000,95.000,0.000
-85.000,95.000,0.000
-80.000,95.000,0.000
-75.000,95.000,0.000
-70.000,95.000,0.000
-65.000,95.000,0.000
-60.000,95.000,0.000
-55.000,95.000,0.000
-50.000,95.000,0.000
-45.000,95.000,0.000
-40.000,95.000,0.000
-35.000,95.000,0.000
-30.000,95.000,0.000
-25.000,95.000,0.000
-20.000,95.000,0.000
-15.000,95.000,0.000
-10.000,95.000,0.000
-5.000,95.000,0.000
0.000,95.000,0.000
5.000,95.000,0.000
10.000,95.000,0.000
15.000,95.000,0.000
20.000,95.000,0.000
25.000,95.000,0.000
30.000,95.000,0.000
35.000,95.000,0.000
40.000,95.000,0.000
45.000,95.000,0.000
50.000,95.000,0.000
55.000,95.000,0.000
60.000,95.000,0.000
65.000,95.000,0.000
70.000,95.000,0.000
75.000,95.000,0.000
80.000,95.000,0.000
85.000,95.000,0.000
90.000,95.000,0.000
95.000,95.000,0.000
